자재코드,자재내역,배치,init_qty,init_days,risk_entry_date,sell_start_date,sell_end_date,qty_sold,remaining_qty,days_left_at_stop,stop_reason
1000940,DW-EGFLiposol(EGF-나노리포좀)250ppm 1g - DNC,B08185,0.0,0,2026-03-06,,2026-03-06,0.0,0.0,0,no_sales
1000940,DW-EGFLiposol(EGF-나노리포좀)250ppm 1g - DNC,B08304,0.0,0,2026-03-06,,2026-03-06,0.0,0.0,0,no_sales
1000940,DW-EGFLiposol(EGF-나노리포좀)250ppm 1g - DNC,B08392,0.0,0,2026-03-06,,2026-03-06,0.0,0.0,0,no_sales
1000940,DW-EGFLiposol(EGF-나노리포좀)250ppm 1g - DNC,B08393,0.0,0,2026-03-06,,2026-03-06,0.0,0.0,0,no_sales
1000940,DW-EGFLiposol(EGF-나노리포좀)250ppm 1g - DNC,B08393,79.863,0,2026-03-06,,2026-03-06,0.0,79.863,0,no_sales
1000940,DW-EGFLiposol(EGF-나노리포좀)250ppm 1g - DNC,B08394,0.0,0,2026-03-06,,2026-03-06,0.0,0.0,0,no_sales
1000940,DW-EGFLiposol(EGF-나노리포좀)250ppm 1g - DNC,B08471,607.564,0,2026-03-06,,2026-03-06,0.0,607.564,0,no_sales
1000940,DW-EGFLiposol(EGF-나노리포좀)250ppm 1g - DNC,B08489,0.0,0,2026-03-06,,2026-03-06,0.0,0.0,0,no_sales
1000940,DW-EGFLiposol(EGF-나노리포좀)250ppm 1g - DNC,B08491,0.0,0,2026-03-06,,2026-03-06,0.0,0.0,0,no_sales
1000940,DW-EGFLiposol(EGF-나노리포좀)250ppm 1g - DNC,B08491,0.0,0,2026-03-06,,2026-03-06,0.0,0.0,0,no_sales
1000940,DW-EGFLiposol(EGF-나노리포좀)250ppm 1g - DNC,B08677,404.54,0,2026-03-06,,2026-03-06,0.0,404.54,0,no_sales
1000940,DW-EGFLiposol(EGF-나노리포좀)250ppm 1g - DNC,B08682,0.0,0,2026-03-06,,2026-03-06,0.0,0.0,0,no_sales
1000940,DW-EGFLiposol(EGF-나노리포좀)250ppm 1g - DNC,B08682,297.002,0,2026-03-06,,2026-03-06,0.0,297.002,0,no_sales
1000940,DW-EGFLiposol(EGF-나노리포좀)250ppm 1g - DNC,B08683,166.405,0,2026-03-06,,2026-03-06,0.0,166.405,0,no_sales
1000940,DW-EGFLiposol(EGF-나노리포좀)250ppm 1g - DNC,B08755,2414.588,0,2026-03-06,,2026-03-06,0.0,2414.588,0,no_sales
1000940,DW-EGFLiposol(EGF-나노리포좀)250ppm 1g - DNC,B08763,2255.726,0,2026-03-06,,2026-03-06,0.0,2255.726,0,no_sales
1000940,DW-EGFLiposol(EGF-나노리포좀)250ppm 1g - DNC,B08891,0.0,0,2026-03-06,,2026-03-06,0.0,0.0,0,no_sales
1000940,DW-EGFLiposol(EGF-나노리포좀)250ppm 1g - DNC,B08892,0.0,0,2026-03-06,,2026-03-06,0.0,0.0,0,no_sales
1000940,DW-EGFLiposol(EGF-나노리포좀)250ppm 1g - DNC,B08893,102.946,0,2026-03-06,,2026-03-06,0.0,102.946,0,no_sales
1000940,DW-EGFLiposol(EGF-나노리포좀)250ppm 1g - DNC,B08894,5046.85,0,2026-03-06,,2026-03-06,0.0,5046.85,0,no_sales
1000940,DW-EGFLiposol(EGF-나노리포좀)250ppm 1g - DNC,B08895,0.0,0,2026-03-06,,2026-03-06,0.0,0.0,0,no_sales
1000940,DW-EGFLiposol(EGF-나노리포좀)250ppm 1g - DNC,B08895,95115.072,0,2026-03-06,,2026-03-06,0.0,95115.072,0,no_sales
1000940,DW-EGFLiposol(EGF-나노리포좀)250ppm 1g - DNC,B08896,95400.0,0,2026-03-06,,2026-03-06,0.0,95400.0,0,no_sales
1000940,DW-EGFLiposol(EGF-나노리포좀)250ppm 1g - DNC,B09349,81600.0,0,2026-03-06,,2026-03-06,0.0,81600.0,0,no_sales
